FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX
2012,676,Houston County,2052,Northside High School,H,09-12,926 Green St ,Warner Robins,GA,31093-2742,926 Green St ,Warner Robins,31093-2742,Greg,Peavy,,greg.peavy@hcbe.net,478.929.7858,478.929.7813
2012,676,Houston County,2054,Morningside Elementary School,E,02-05,1206 Morningside Dr,Perry,GA,31069-2926,1206 Morningside Dr,Perry,31069-2926,Patricia,Witt,Anne,,912.988.6261,9129886265
2012,676,Houston County,2058,Westside Elementary School,E,PK-05,201 N Pleasant Hill Rd,Warner Robins,GA,31093-3282,201 N Pleasant Hill Rd,Warner Robins,31093-3282,Cynthia,Hammond,,,478.929.7820,4789297122
2012,676,Houston County,3050,Elberta Open Campus High School,H,09-12,304 Elberta Rd,Warner Robins,GA,31093-1752,304 Elberta Rd,Warner Robins,31093-1752,Ronnie,Walker,,crossroads.hs@hcbe.net,478.929.7898,4789296231
2012,676,Houston County,3052,Parkwood Elementary School,E,PK-05,503 Parkwood Dr ,Warner Robins,GA,31093-3128,503 Parkwood Dr ,Warner Robins,31093-3128,Lisa,Casilli,C,,478.929.7822,478.542.2273
2012,676,Houston County,3056,Tucker Elementary School,E,02-05,1300 Tucker Rd,Perry,GA,31069-3744,1300 Tucker Rd,Perry,31069-3744,Kimberly,Halstead,Anne,,478.988.6278,478.988.6379
2012,676,Houston County,3550,Kings Chapel Elementary School,E,PK-05,460 Arena Rd,Perry,GA,31069-9577,460 Arena Rd,Perry,31069-9577,Paulette,Tompkins,Knox,,478.988.6273,478.988.6346
2012,676,Houston County,4050,Lindsey Elementary School,E,PK-05,81 Tabor Dr,Warner Robins,GA,31093-1949,81 Tabor Dr,Warner Robins,31093-1949,Angelique,Archie,,,478.929.7818,478.542.2296
2012,676,Houston County,4054,Russell Elementary School,E,PK-05,101 Patriot Way,Warner Robins,GA,31088-5652,101 Patriot Way,Warner Robins,31088-5652,Keith,Lauritsen,,,478.929.7830,478.542.2272
2012,676,Houston County,4056,Warner Robins High School,H,09-12,401 S Davis Dr,Warner Robins,GA,31088-4975,401 S Davis Dr,Warner Robins,31088-4975,Stephen,Monday,,,478.929.7877,478.929.7769
2012,676,Houston County,5050,Miller Elementary School,E,PK-05,101 Pine Valley Dr,Warner Robins,GA,31088-4007,101 Pine Valley Dr,Warner Robins,31088-4007,Gwendolyn,Pearson-Kilgore,,,478.929.7814,478.929.7762
2012,676,Houston County,5054,Shirley Hills Elementary School,E,PK-05,300 Mary Ln,Warner Robins,GA,31088-5308,300 Mary Ln,Warner Robins,31088-5308,Traci,Jackson,,,478.929.7824,478.929.7121
2012,676,Houston County,5056,Warner Robins Middle School,M,06-08,425 Mary Ln,Warner Robins,GA,31088-5309,425 Mary Ln,Warner Robins,31088-5309,Donald,Warren,,,478.929.7832,478.929.7834
2012,677,Irwin County,0173,Irwin County Middle School,M,06-08,149 Chieftain Cir ,Ocilla,GA,31774-2231,149 Chieftain Cir ,Ocilla,31774-2231,Heather,Purvis,Crumley,hpurvis@irwin.k12.ga.us,229.468.5517,229.468.3134
2012,677,Irwin County,0188,Irwin County Elementary School,E,PK-05,521 Lax Hwy ,Ocilla,GA,31774-2225,521 Lax Hwy ,Ocilla,31774-2225,Donna,Barker,,dbarker@irwin.k12.ga.us,229.468.9476,229.468.9478
2012,677,Irwin County,2050,Irwin County High School,H,09-12,149 Chieftain Cir,Ocilla,GA,31774-2231,149 Chieftain Cir,Ocilla,31774-2231,Kerry,Billingsley,,kbillingsley@irwin.k12.ga.us,229.468.9421,229.468.9423
2012,678,Jackson County,0101,West Jackson Intermediate School,E,03-05,391 E Jefferson St,Hoschton,GA,30548-2218,391 E Jefferson St,Hoschton,30548-2218,Diane,Carr,,jhitzges@jackson.k12.ga.us,706.654.2044,706.824.9911
2012,678,Jackson County,0104,East Jackson Elementary School,E,PK-05,1531 Hoods Mill Rd,Commerce,GA,30529-5240,1531 Hoods Mill Rd,Commerce,30529-5240,Jennifer,Halley,Lynn,gelrod@jackson.k12.ga.us,706.336.7900,706.336.7919
2012,678,Jackson County,0107,East Jackson Comprehensive High School,H,09-12,1435 Hoods Mill Rd ,Commerce,GA,30529-7241,1435 Hoods Mill Rd ,Commerce,30529-7241,Pat,Stueck,,pstueck@jackson.k12.ga.us,706.336.8900,
2012,678,Jackson County,0109,Kings Bridge Middle School,M,06-08,1630 New Kings Bridge Rd ,Athens,GA,30607-3921,1630 New Kings Bridge Rd ,Athens,30607-3921,Howard,McGlennen,,hmcglennen@jackson.k12.ga.us,706.208.3552,706.367.9457
2012,678,Jackson County,0191,Jackson County High School,H,09-12,1668 Winder Hwy,Jefferson,GA,30549-5458,P.O. Box 159 ,Jefferson,30549,Scott,Smith,,scsmith@jackson.k12.ga.us,706.367.5003,706.367.2146
2012,678,Jackson County,0197,East Jackson Middle School,M,06-08,1880 Hoods Mill Rd ,Commerce,GA,30529-5741,1880 Hoods Mill Rd ,Commerce,30529-5741,Heidi,Hill,,hhill@jackson.k12.ga.us,706.335.2083,706.335.0935
2012,678,Jackson County,0209,Gum Springs Elementary School,E,PK-05,600 Gum Springs Church Rd ,Jefferson,GA,30549,600 Gum Springs Church Rd ,Jefferson,30549,Alisa,Hanley,,ahanley@jackson.k12.ga.us,706.654.5580,
2012,678,Jackson County,0280,West Jackson Primary,E,PK-02,4825 Highway 53,Braselton,GA,30517-3601,4825 Highway 53,Braselton,30517-3601,Linda,Bell,,lbell@jackson.k12.ga.us,706.654.2243,706.654.1560
2012,678,Jackson County,0297,West Jackson Middle School,M,06-08,400 Gum Springs Church Rd,Jefferson,GA,30549-4419,400 Gum Springs Church Rd ,Jefferson,30549-4419,MaLissa,Hill,,mhill@jackson.k12.ga.us,706.654.2775,706.367.5068
2012,678,Jackson County,1050,Benton Elementary School,E,PK-05,5488 Highway 441,Nicholson,GA,30565-2067,5488 Highway 441 ,Nicholson,30565-2067,Pam,Shields,,pshields@jackson.k12.ga.us,706.757.2211,706.757.3097
2012,678,Jackson County,2550,Maysville Elementary School,E,PK-05,9270 Highway 82 Spur ,Maysville,GA,30558-2101,9270 Highway 82 Spur ,Maysville,30558-2101,Jackie,Morgan,,jmorgan@jackson.k12.ga.us,706.652.2241,706.652.3185
2012,678,Jackson County,3050,North Jackson Elementary School,E,PK-05,1880 Old Gainesville Hwy,Talmo,GA,30575-2309,1880 Old Gainesville Hwy,Talmo,30575-2309,JAMIE,HITZGES,,jhitzges@jackson.k12.ga.us,706.693.2246,706.693.4389
2012,678,Jackson County,4050,South Jackson Elementary School,E,PK-05,8144 Jefferson Rd,Athens,GA,30607-3261,8144 Jefferson Rd,Athens,30607-3261,Pam,Johns,,pjohns@jackson.k12.ga.us,706.543.8798,706.543.4032
2012,679,Jasper County,0100,Washington Park Elementary School,E,03-05,721 Ga Highway 212 W,Monticello,GA,31064-8065,721 Ga Highway 212 W,Monticello,31064-8065,Shawne,Holder,,sholder@jasper.k12.ga.us,706.468.6284,706.468.4984
2012,679,Jasper County,0108,Jasper County High School,H,09-12,14477 Ga Highway 11 N ,Monticello,GA,31064-4905,14477 Ga Highway 11 N ,Monticello,31064-4905,Howard,Fore,,hfore@jasper.k12.ga.us,706.468.5026,706.468.4991
2012,679,Jasper County,0195,Jasper County Primary School,E,PK-02,495 Ga Highway 212 W ,Monticello,GA,31064-8004,495 Ga Highway 212 W ,Monticello,31064-8004,Peyton,Proctor,,pproctor@jasper.k12.ga.us,706.468.4968,706.468.4985
2012,679,Jasper County,0201,Jasper County Middle School,M,06-08,1289 College St ,Monticello,GA,31064-2114,1289 College St ,Monticello,31064-2114,Dianna S.,Blizzard,,dblizzard@jasper.k12.ga.us,706.468.2227,706.468.4991
2012,680,Jeff Davis County,0105,Jeff Davis Primary School,E,PK-02,71 Burketts Ferry Rd ,Hazlehurst,GA,31539-6558,71 Burketts Ferry Rd ,Hazlehurst,31539-6558,Sandra,Layman,,slayman@jeff-davis.k12.ga.us,912.375.6720,912.375.0820
2012,680,Jeff Davis County,0111,Jeff Davis Middle School,M,06-08,93 Collins St,Hazlehurst,GA,31539-7564,93 Collins St,Hazlehurst,31539-7564,Richard,"Stone, Jr.",,rstone@jeff-davis.k12.ga.us,912.375.6730,
2012,680,Jeff Davis County,0175,Jeff Davis Elementary School,E,03-05,81 Pat Dixon Rd ,Hazlehurst,GA,31539-6421,81 Pat Dixon Rd ,Hazlehurst,31539-6421,Chuck,Crosby,,ccrosby@jeff-davis.k12.ga.us,912.375.6730,912.375.5099
2012,680,Jeff Davis County,0199,Jeff Davis High School,H,09-12,156 Collins St ,Hazlehurst,GA,31539-6639,156 Collins St ,Hazlehurst,31539-6639,Cecelia,Mcloon,,cmcloon@jeff-davis.k12.ga.us,912.375.6760,912.375.0945
2012,681,Jefferson County,0196,Jefferson County High School,H,09-12,1157 Warrior Trl,Louisville,GA,30434-4504,1157 Warrior Trl,Louisville,30434-4504,Alan,Long,,longa@jefferson.k12.ga.us,478.625.9991,478.625.8988
2012,681,Jefferson County,0296,Louisville Middle School,M,06-08,1200 School St,Louisville,GA,30434-5923,1200 School St,Louisville,30434-5923,Ken,Hildebrant,,hildebrantk@jefferson.k12.ga.us,478.625.7764,478.625.3120
2012,681,Jefferson County,0396,Wrens Middle School,M,06-08,101 Griffin St,Wrens,GA,30833-1189,P.O. Box 585,Wrens,30833,Julia,Wells,,wellsj@jefferson.k12.ga.us,706.547.6580,706.547.6224
2012,681,Jefferson County,1050,Carver Elementary School,E,PK-05,104 Bedingfield Street,Wadley,GA,30477,P.O. Box 939,Wadley,30477,Shawn,Johnson,Maria,johnsons@jefferson.k12.ga.us,478.252.5762,478.252.0577
2012,681,Jefferson County,1550,Louisville Academy,E,PK-05,901 Mimosa Dr,Louisville,GA,30434-1443,901 Mimosa Dr,Louisville,30434-1443,Hulet,Kitterman,,kittermanh@jefferson.k12.ga.us,478.625.7794,478.625.3548
2012,681,Jefferson County,3550,Wrens Elementary School,E,PK-05,1711 Ga Highway 17 N,Wrens,GA,30833-3822,P.O. Box 308,Wrens,30833,Sharon,Dye,,dyes@jefferson.k12.ga.us,706.547.2063,706.547.0209
2012,682,Jenkins County,0101,Jenkins County Middle School,M,06-08,409 Barney Ave ,Millen,GA,30442-1903,409 Barney Ave ,Millen,30442-1903,Randy,Dailey,,rdailey@jchs.com,478.982.1063,478.982.6015
2012,682,Jenkins County,0201,Jenkins County High School,H,09-12,433 Barney Ave,Millen,GA,30442-1903,433 Barney Ave,Millen,30442-1903,Joseph,Kirkland,,jkirkland@jchs.com,478.982.4791,478.982.6015
2012,682,Jenkins County,1050,Jenkins County Elementary School,E,PK-05,220 Landrum Dr,Millen,GA,30442-6720,220 Landrum Dr,Millen,30442-6720,Tammy,Hendley,,thendley@jchs.com,478.982.5503,478.982.6027
2012,683,Johnson County,0101,Johnson County Middle School,M,06-08,150 Trojan Way,Wrightsville,GA,31096-2209,150 Trojan Way,Wrightsville,31096-2209,Runee,Sallad,,runee_sallad@johnson.k12.ga.us,478.864.2222,478.864.4054
2012,683,Johnson County,0197,Johnson County Elementary School,E,PK-05,2160 W Elm St ,Wrightsville,GA,31096-2014,2160 W Elm St ,Wrightsville,31096-2014,Rebecca,Thomas,,rebecca_thomas@johnson.k12.ga.us,478.864.3446,478.864.4056
2012,683,Johnson County,0201,Johnson County High School ,H,09-12,150 Trojan Way ,Wrightsville,GA,31096-2209,150 Trojan Way ,Wrightsville,31096-2209,Runee,Sallad,Bryant,runee_sallad@johnson.k12.ga.us,478.864.2222,478.864.4054
2012,684,Jones County,0101,Clifton Ridge Middle School,M,06-08,169 Dusty Ln ,Macon,GA,31211-7515,169 Dusty Ln ,Macon,31211-7515,Charles,Lundy,,clundy@jones.k12.ga.us,478.743.5182,478.743.8282
2012,684,Jones County,0102,Mattie Wells Elementary School,E,PK-05,101 Mattie Wells Dr,Macon,GA,31217-2366,101 Mattie Wells Dr,Macon,31217-2366,Teresa ,Mccuen,,tmccuen@jones.k12.ga.us,478.742.5959,478.742.5930
2012,684,Jones County,0106,Gray Station Middle School,M,06-08,324 Ga Highway 18 E ,Gray,GA,31032-5820,324 Ga Highway 18 E ,Gray,31032-5820,Wes,Cavender,,wcavender@jones.k12.ga.us,478.986.2090,..
2012,684,Jones County,0107,Maggie Califf Learning Complex,H,09-09,110 Maggie Califf St ,Gray,GA,31032-9322,110 Maggie Califf St ,Gray,31032-9322,Chuck,Gibson,,cgibson@jones.k12.ga.us,478.986.3046,
2012,684,Jones County,0114,Turner Woods Elementary School,E,PK-05,144 Willie L Fluellen Dr,Gray,GA,31032,144 Willie L Fluellen Dr,Gray,31032,Gail,Wincey,,gwincey@jones.k12.ga.us,478.986.2222,
2012,684,Jones County,0192,Jones County High School,H,09-12,339 Railroad St ,Gray,GA,31032-5841,339 Railroad St ,Gray,31032-5841,Chuck,Gibson,,cgibson@jones.k12.ga.us,478.986.5444,478.986.1589
2012,684,Jones County,0199,Dames Ferry Elementary School,E,PK-05,545 Ga Highway 18 W,Gray,GA,31032-3721,545 Ga Highway 18 W,Gray,31032-3721,Clinton,Burston,,cburston@jones.k12.ga.us,478.986.2023,478.986.2027
2012,684,Jones County,1550,Gray Elementary School,E,PK-05,273 Railroad St,Gray,GA,31032-5881,273 Railroad St,Gray,31032-5881,Leslie,Poythress,,lpoythress@jones.k12.ga.us,478.986.6295,4789863911
2012,685,Lamar County,0105,Lamar County Elementary School,E,03-05,228 Roberta Dr ,Barnesville,GA,30204-4353,228 Roberta Dr ,Barnesville,30204-4353,Andrea,Scandrett,,ascandre@lamar.k12.ga.us,770.358.5556,770.358.5560
2012,685,Lamar County,0175,Lamar County Comprehensive High School,H,09-12,1 Trojan Way ,Barnesville,GA,30204-1544,1 Trojan Way ,Barnesville,30204-1544,Derick,Austin,,daustin@lamar.k12.ga.us,770.358.8641,770.358.8649
2012,685,Lamar County,0199,Lamar County Middle School,M,06-08,100 Burnette Rd,Barnesville,GA,30204-3401,100 Burnette Rd,Barnesville,30204-3401,Julie,Steele,,jsteele@lamar.k12.ga.us,770.358.8652,770.358.8657
2012,685,Lamar County,0205,Lamar County Primary School,E,PK-02,154 Burnette Rd,Barnesville,GA,30204-3401,154 Burnette Rd,Barnesville,30204-3401,Mark ,Davis,,mdavis@lamar.k12.ga.us,770.358.8661,770.358.8666
2012,686,Lanier County,0101,Lanier County Middle School,M,06-08,325 W Patten Ave ,Lakeland,GA,31635-1450,325 W Patten Ave ,Lakeland,31635-1450,Reada,Hamm,,gculpepper@lanier.k12.ga.us,229.482.8247,229.482.3643
2012,686,Lanier County,0111,Lanier County Elementary School,E,03-05,92 Valdosta Rd,Lakeland,GA,31635-6653,92 Valdosta Rd,Lakeland,31635-6653,Serena,Moore,,smoore@lanier.k12.ga.us,229.482.3870,
2012,686,Lanier County,0201,Lanier County High School,H,09-12,325 W Patten Ave ,Lakeland,GA,31635-1450,325 W Patten Ave ,Lakeland,31635-1450,Gene,Culpepper,,gculpepper@lanier.k12.ga.us,229.482.3868,229.428.3368
2012,686,Lanier County,3050,Lanier County Primary School,E,PK-02,242 S Valdosta Rd ,Lakeland,GA,31635-1549,242 S Valdosta Rd ,Lakeland,31635-1549,Terrene,Richardson,,trichardson@lanier.k12.ga.us,229.482.3580,229.482.8339
2012,687,Laurens County,0101,Southwest Laurens Elementary,E,PK-05,1799 Ga Highway 117 ,Rentz,GA,31075-3437,1799 Ga Highway 117 ,Rentz,31075-3437,Kelland,Waldrep,Lanier,kellandwaldrep@lcboe.net,478.984.4276,478.984.4711
2012,687,Laurens County,0104,East Laurens Primary School,E,PK-02,950 US Highway 80 E ,Dublin,GA,31027-1480,950 US Highway 80 E ,Dublin,31027-1480,Juliann,Alligood,,juliannalligood@lcboe.net,478.272.4440,478.272.7815
2012,687,Laurens County,0105,East Laurens Elementary School,E,03-05,960 US Highway 80 E,East Dublin,GA,31027-1480,960 US Highway 80 E,East Dublin,31027-1480,Hugh,Kight,,hughkight@lcboe.net,478.272.8612,478.277.2641
2012,687,Laurens County,0110,West Laurens High School,H,09-12,3692 Ga Highway 257,Dexter,GA,31019-3539,3692 Highway 257,Dexter,31019,Clifford,Garnto,,cliffordgarnto@lcboe.net,478.875.1000,
2012,687,Laurens County,0197,East Laurens High School,H,09-12,920 US Highway 80 E ,Dublin,GA,31027-1480,920 US Highway 80 E ,Dublin,31027-1480,Eddie,Morris,,eddiemorris@lcboe.net,478.272.3144,478.274.1032
2012,687,Laurens County,0201,Northwest Laurens Elementary,E,PK-05,3330 US Highway 80 W ,Dudley,GA,31022-2301,3330 US Highway 80 W,Dudley,31022-2301,John,Warren,,johnwarren@lcboe.net,478.676.3475,478.676.2246
2012,687,Laurens County,0297,East Laurens Middle School,M,06-08,930 US Highway 80 E ,Dublin,GA,31027-1480,930 US Highway 80 E ,Dublin,31027-1480,Christopher,Watkins,,chriswatkins@lcboe.net,478.272.1201,478.275.1627
2012,687,Laurens County,2054,West Laurens Middle School,M,06-08,332 W Laurens School Rd,Dublin,GA,31021-1222,332 W Laurens School Rd,Dublin,31021-1222,Tim ,Franks,,timfranks@lcboe.net,478.272.8452,478.275.0848
2012,688,Lee County,0101,Lee County Middle School,M,06-08,190 Smithville Rd N,Leesburg,GA,31763-3945,190 Smithville Rd N,Leesburg,31763-3945,Susan,Manry,Phillips,manrysu@lee.k12.ga.us,229.903.2140,229.903.2160
2012,688,Lee County,0103,Lee County Elementary School,E,03-05,185 Firetower Rd,Leesburg,GA,31763-3741,185 Firetower Rd,Leesburg,31763-3741,Donna,Ford,,forddo@lee.k12.ga.us,229.903.2220,229.903.2237
2012,688,Lee County,0187,Lee County Primary School,E,KK-02,282 Magnolia Ave,Leesburg,GA,31763-4334,282 Magnolia Ave,Leesburg,31763-4334,Jeannie,Johnson,,johnsonje@lee.k12.ga.us,229.903.2180,229.903.2196
2012,688,Lee County,0193,Lee County High School,H,09-12,1 Trojan Way ,Leesburg,GA,31763-3730,1 Trojan Way ,Leesburg,31763-3730,Kevin,Dowling,,dowlingke@lee.k12.ga.us,229.903.2260,229.903.2292
2012,688,Lee County,0197,Kinchafoonee Primary School,E,PK-02,295 Leslie Hwy,Leesburg,GA,31763-4338,295 Leslie Hwy,Leesburg,31763-4338,Trina,Muse,,musetr@lee.k12.ga.us,229.903.2200,229.903.2218
2012,688,Lee County,0209,Lee High School 9th Grade Campus,H,09-09,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Jamie,Horne,,horneja@lee.k12.ga.us,229.903.3590,
2012,688,Lee County,0393,Twin Oaks Elementary,E,03-05,370 Leslie Hwy,Leesburg,GA,31763-3731,370 Leslie Hwy,Leesburg,31763-3731,Jason,Miller,,millerja@lee.k12.ga.us,229.903.3590,229.903.2257
2012,689,Liberty County,0100,Waldo Pafford Elementary School,E,KK-05,2550 15th St,Hinesville,GA,31313-8070,2550 15th St,Hinesville,31313-8070,Sonia ,Bacon,,sbacon@liberty.k12.ga.us,912.877.4188,912.370.2569
2012,689,Liberty County,0101,Midway Middle School,M,06-08,425 Edgewater Dr ,Midway,GA,31320-4286,425 Edgewater Dr ,Midway,31320-4286,Debra,Frazier,,dbfrazier@liberty.k12.ga.us,912.884.6677,912.884.5944
2012,689,Liberty County,0102,Liberty Elementary School ,E,KK-05,600 Edgewater Dr ,Midway,GA,31320-4493,P. O. Box 689 ,Midway,31320,Chris,Anderson,,cconley@liberty.k12.ga.us,912.884.3326,912.884.3631
2012,689,Liberty County,0105,Bradwell Institute,H,09-12,100 Pafford St ,Hinesville,GA,31313-3115,100 Pafford St ,Hinesville,31313-3115,Scott,Carrier,,scarrier@liberty.k12.ga.us,912.876.6121,912.876.6914
2012,689,Liberty County,0180,Button Gwinnett Elementary School,E,PK-05,635 Taylor Rd ,Hinesville,GA,31313-2104,635 Taylor Rd ,Hinesville,31313-2104,Mary,Guiendon,,mguiendon@liberty.k12.ga.us,912.876.0146,912.876.0256
2012,689,Liberty County,0183,Lyman Hall Elementary School,E,KK-05,1396 Shaw Rd,Hinesville,GA,31313-5347,1396 Shaw Rd,Hinesville,31313-5347,Claire,Blanchard,,cblanchard@liberty.k12.ga.us,912.368.3348,912.368.3402
2012,689,Liberty County,0189,Joseph Martin Elementary School,E,KK-05,1000 Joseph Martin Rd,Hinesville,GA,31313-1069,1000 Joseph Martin Rd,Hinesville,31313-1069,Mary,Tolley,Sue,stolley@liberty.k12.ga.us,912.368.3114,9123685449
2012,689,Liberty County,0192,Liberty County High School,H,09-12,3216 E Oglethorpe Hwy,Hinesville,GA,31313-1306,3216 E Oglethorpe Hwy,Hinesville,31313-1306,Paula,Scott,,pscott@liberty.k12.ga.us,912.876.4316,9128764303
2012,689,Liberty County,0194,Taylors Creek Elementary School,E,KK-05,378 Airport Rd,Hinesville,GA,31313-8105,378 Airport Rd,Hinesville,31313-8105,Deborah,Rodriguez,H,drodriguez@liberty.k12.ga.us,912.369.0378,9123690377
2012,689,Liberty County,0195,Snelson-Golden Middle School,M,06-08,465 Coates Rd,Hinesville,GA,31313-1030,465 Coates Rd,Hinesville,31313-1030,Katrina,Bateman,,kbateman@liberty.k12.ga.us,912.877.3112,9123685342
2012,689,Liberty County,0196,Frank Long Elementary School,E,KK-05,920 Long Frasier Dr ,Hinesville,GA,31313-5438,920 Long Frasier Dr ,Hinesville,31313-5438,Judy,Hellgren,,jhellgren@liberty.k12.ga.us,912.368.3595,912.368.3512
2012,689,Liberty County,0197,Lewis Frasier Middle School,M,06-08,910 Long Frasier Dr,Hinesville,GA,31313-5438,910 Long Frasier Dr,Hinesville,31313-5438,Jermaine,Williams,,jwilliams@liberty.k12.ga.us,912.877.5367,9128773291
2012,689,Liberty County,1050,Jordye Bacon Elementary School,E,KK-05,100 Deen St,Hinesville,GA,31313-4317,100 Deen St,Hinesville,31313-4317,James,Johnson,,jmjohnson@liberty.k12.ga.us,912.876.3959,912.876.3012
2012,690,Lincoln County,0101,Lincoln County Middle School,M,06-08,343 Ward Ave ,Lincolnton,GA,30817-5868,P.O. Box 550 ,Lincolnton,30817,Pamela,Carmichael,Arrowood,pcarmichael@lincoln.k12.ga.us,706.359.3069,706.359.2200
2012,690,Lincoln County,0110,Lincoln County High School,H,09-12,200 Charles Ward Elam Street,Lincolnton,GA,30817,P O Box 580,Lincolnton,30817,Howie,Gunby,,hgunby@lincoln.k12.ga.us,706.359.3121,
2012,690,Lincoln County,0176,Lincoln County Elementary School,E,PK-05,175 Rowland York Dr ,Lincolnton,GA,30817-3579,175 Rowland York Dr ,Lincolnton,30817-3579,Marilyn,Bell,,mbell@lincoln.k12.ga.us,706.359.3449,706.359.6996
2012,691,Long County,0100,Smiley Elementary School,E,PK-03,1530 Ga Highway 57,Ludowici,GA,31316-4249,1530 Ga Highway 57 ,Ludowici,31316-4249,David,Edwards,,dedwards@long.k12.ga.us,912.545.2147,912.545.2639
2012,691,Long County,0105,Walker Middle School,M,04-08,116 Main Street Ext SW ,Ludowici,GA,31316,P. O. Box 579,Ludowici,31316,Heath,Crane,,hcrane@long.k12.ga.us,912.545.2069,912.545.2775
2012,691,Long County,0205,Long County High School,H,09-12,550 S McDonald St ,Ludowici,GA,31316-6030,P. O. Box 579,Ludowici,31316,Scotty,Hattaway,,shattaway@long.k12.ga.us,912.545.2135,912.545.2136
2012,692,Lowndes County,0100,Dewar Elementary ,E,PK-05,3539 Mount Zion Church Rd ,Valdosta,GA,31605-6511,3539 Mount Zion Church Rd ,Valdosta,31605-6511,Beth ,Lind,,blind@lowndes.k12.ga.us,229.219.1370,229.219.1375
2012,692,Lowndes County,0111,Westside Elementary School,E,PK-05,2470 James Rd,Valdosta,GA,31601-7910,2470 James Rd,Valdosta,31601-7910,Creacy,Sermons,,,229.245.2289,
2012,692,Lowndes County,0112,Pine Grove Middle School,M,06-08,4159 River Rd,Valdosta,GA,31605-5439,4159 River Rd,Valdosta,31605-5439,Ken ,Overman,,koverman@lowndes.k12.ga.us,229.219.3234,
2012,692,Lowndes County,0194,Moulton-Branch Elementary School,E,PK-05,5725 Inner Perimeter Rd,Valdosta,GA,31601-2482,5725 Inner Perimeter Road,Valdosta,31601-2482,Robin,Bennett,M. ,rbennett@lowndes.k12.ga.us,229.245.2294,229.259.5072
2012,692,Lowndes County,0195,Hahira Elementary School,E,PK-05,350 Claudia Dr,Hahira,GA,31632-1554,350 Claudia Dr,Hahira,31632-1554,Suzanne,Tanner,,stanner@lowndes.k12.ga.us,229.794.2626,229.794.1849
