Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
53,Loudoun County Public Schools,5.10E+11,110,Hillsboro Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. David  Michener ,37110 Charles Town Pike,Purcellville,VA,20132,540-751-2560,Membership,
53,Loudoun County Public Schools,5.10E+11,400,Hillside Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Garett  Brazina ,43000 Ellzey Dr,Ashburn,VA,20148,571-252-2170,Membership,
53,Loudoun County Public Schools,5.10E+11,820,Horizon Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Ewing ,46665 Broadmore Dr,Sterling,VA,20165,571-434-3260,Membership,
53,Loudoun County Public Schools,5.10E+11,960,Hutchison Farm Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Heidi E. Smith ,42819 Center St.,South Riding,VA,20152,703-957-4350,Membership,
53,Loudoun County Public Schools,5.10E+11,20,J. Lupton Simpson Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Mr. Chad A. Runfola ,490 Evergreen Mill Rd SE,Leesburg,VA,20175,571-252-2840,Membership,
53,Loudoun County Public Schools,5.10E+11,580,J. Michael Lunsford Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Neil  Slevin ,26020 Ticonderoga Road,Chantilly,VA,20152,703-722-2660,Membership,
53,Loudoun County Public Schools,5.10E+11,370,John Champe High School,9,12,Local Education Agency,Public school - Regular,High,8 A/B,John  Gabriel ,41535 Sacred Mountain Street,Aldie,VA,20105,703-722-2680,Membership,
53,Loudoun County Public Schools,5.10E+11,950,John W. Tolbert Jr. Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Elaine  Layman ,691 Potomac Station Dr NE,Leesburg,VA,20176,571-252-2870,Membership,
53,Loudoun County Public Schools,5.10E+11,600,Kenneth W.Culbert Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Jacquelyn L. Brownell ,38180 West Colonial Highway,Hamilton,VA,20158,540-751-2540,Membership,
53,Loudoun County Public Schools,5.10E+11,80,Leesburg Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Angela D. Robinson ,323 Plaza St NE,Leesburg,VA,20176,571-252-2860,Membership,
53,Loudoun County Public Schools,5.10E+11,430,Legacy Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Robert W. Duckworth ,22995 Minerva Drive,Ashburn,VA,20148,703-957-4425,Membership,
53,Loudoun County Public Schools,5.10E+11,560,Liberty Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Paul  Pack ,25491 Riding Center Drive,South Riding,VA,20152,703-957-4370,Membership,
53,Loudoun County Public Schools,5.10E+11,290,Lincoln Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,David  Michener ,18048 Lincoln Rd,Purcellville,VA,20132,540-751-2430,Membership,
53,Loudoun County Public Schools,5.10E+11,860,Little River Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Julie  Gross ,43464 Hyland Hills St,South Riding,VA,20152,703-957-4360,Membership,
53,Loudoun County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,55 Plaza St,Leesburg,VA,20175,703-771-6430,Membership,
53,Loudoun County Public Schools,,32,Loudoun Academy of Science,,,Local Education Agency,Public center - Alternative,,,   ,21326 August Drive,Sterling,VA,20164,571-434-4470,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,660,Loudoun County High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. William  Oblas ,415 Dry Mill Rd SW,Leesburg,VA,20175,571-252-2000,Membership,
53,Loudoun County Public Schools,5.10E+11,680,Loudoun Valley High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Ms. Susan  Ross ,340 N Maple Ave,Purcellville,VA,20132,540-751-2400,Membership,
53,Loudoun County Public Schools,5.10E+11,780,Lovettsville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Kimberly A. Forcino ,49 S Loudoun St,Lovettsville,VA,20180,540-751-2470,Membership,
53,Loudoun County Public Schools,5.10E+11,500,Lowes Island Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Bruce W. Shafferman ,20755 Whitewater Dr,Sterling,VA,20165,571-434-4450,Membership,
53,Loudoun County Public Schools,5.10E+11,130,Lucketts Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Brenda  Blue ,14550 James Monroe Hwy,Leesburg,VA,20176,571-252-2070,Membership,
53,Loudoun County Public Schools,5.10E+11,70,Meadowland Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Laura  Seck ,729 S Sugarland Run Dr,Sterling,VA,20164,571-434-4440,Membership,
53,Loudoun County Public Schools,5.10E+11,320,Mercer Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Robert  Phillips ,42149 Greenstone Dr.,Aldie,VA,20105,703-957-4340,Membership,
53,Loudoun County Public Schools,5.10E+11,490,Middleburg Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Shawn  Lyons ,PO Box 25,Middleburg,VA,20117,540-751-2490,Membership,
53,Loudoun County Public Schools,5.10E+11,910,Mill Run Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Paul L. Vickers ,42940 Ridgeway Drive,Ashburn,VA,20148,571-252-2160,Membership,
53,Loudoun County Public Schools,5.10E+11,100,Monroe Technology Center,,,Local Education Agency,Public center - Career and Technical Ed.,,,Mr. Wagner B. Grier ,715 Childrens Ctr Rd SW,Leesburg,VA,20175,571-252-2080,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,380,Moorefield Station Elementary School,PK,5,Local Education Agency,Public school - Regular,Elementary,,Karen  Roche ,22325 Mooreview Parkway,Ashburn,VA,20148,571-252-2380,Membership,
53,Loudoun County Public Schools,5.10E+11,980,Mountain View Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Douglas R. Martin ,36803 Allder School Rd.,Purcellville,VA,21032,540-751-2550,Membership,
53,Loudoun County Public Schools,5.10E+11,270,Newton-Lee Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Carol A. Winters ,43335 Gloucester Parkway,Ashburg,VA,20147,571-252-1535,Membership,
53,Loudoun County Public Schools,5.10E+11,60,Park View High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Virginia  Minshew ,400 W Laurel Ave,Sterling,VA,20164,571-434-4500,Membership,
53,Loudoun County Public Schools,5.10E+11,340,Pinebrook Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Paul  Thiessen ,25480 Mindful Court,Aldie,VA,20105,703-957-4325,Membership,
53,Loudoun County Public Schools,5.10E+11,140,Potomac Falls High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,   ,46400 Algonkian Pkwy,Potomac Falls,VA,20165,571-434-3200,Membership,
53,Loudoun County Public Schools,5.10E+11,250,Potowmack Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Abel ,46465 Esterbrook Pkwy,Sterling,VA,20165,571-434-3270,Membership,
53,Loudoun County Public Schools,5.10E+11,930,River Bend Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Mr. Bennett P. Lacy ,46240 Algonkian Pkwy.,Sterling,VA,20165,571-434-3220,Membership,
53,Loudoun County Public Schools,5.10E+11,40,Rolling Ridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Andrew  Davis ,500 E Frederick Dr,Sterling,VA,20164,571-434-4540,Membership,
53,Loudoun County Public Schools,5.10E+11,550,Rosa Lee Carter Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Michele  Freeman ,43330 Loudoun Reserve Drive,Ashburn,VA,20148,703-957-4490,Membership,
53,Loudoun County Public Schools,5.10E+11,180,Round Hill Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Nancy E. McManus ,17115 Evening Star Dr,Round Hill,VA,20141,540-751-2450,Membership,
53,Loudoun County Public Schools,5.10E+11,240,Sanders Corner Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Michael  Jacques ,43100 Ashburn Farm Pkwy,Ashburn,VA,20147,571-252-2250,Membership,
53,Loudoun County Public Schools,5.10E+11,870,Seldens Landing Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Tracy  Stephens ,43345 Coton Commons Dr.,Leesburg,VA,20176,571-252-2260,Membership,
53,Loudoun County Public Schools,5.10E+11,30,Seneca Ridge Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Mr. Mark  McDermott ,98 Seneca Ridge Dr,Sterling,VA,20164,571-434-4420,Membership,
53,Loudoun County Public Schools,5.10E+11,90,Smart's Mill Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Will  Waldman ,850 N. King St.,Leesburg,VA,20176,571-252-2030,Membership,
53,Loudoun County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,690,Sterling Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Scott ,200 W Church Rd,Sterling,VA,20164,571-434-4580,Membership,
53,Loudoun County Public Schools,5.10E+11,760,Sterling Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Nereida  Gonzalez-Sals ,201 W Holly Ave,Sterling,VA,20164,571-434-4520,Membership,
53,Loudoun County Public Schools,5.10E+11,350,Steuart W. Weller Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Janet A. Platenberg ,20700 Marblehead Drive,Ashburn,VA,20147,571-252-2360,Membership,
53,Loudoun County Public Schools,5.10E+11,850,Stone Bridge High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. James E. Person ,43100 Hay Road,Ashburn,VA,20147,571-252-2200,Membership,
53,Loudoun County Public Schools,5.10E+11,570,Stone Hill Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Rodney  Moore ,23415 Evergreen Ridge Drive,Ashburn,VA,20148,703-957-4420,Membership,
53,Loudoun County Public Schools,5.10E+11,10,Sugarland Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,   ,65 Sugarland Run Dr,Sterling,VA,20164,571-434-4460,Membership,
53,Loudoun County Public Schools,5.10E+11,750,Sully Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Colleen  O'Neill ,300 Circle Dr,Sterling,VA,20164,571-434-4570,Membership,
53,Loudoun County Public Schools,5.10E+11,280,Sycolin Creek Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Derek  Racino ,21100 Evergreen Mills Road,Leesburg,VA,20175,571-252-2910,Membership,
53,Loudoun County Public Schools,,990,The Loudoun Governor's Career & Technical Academy,,,Local Education Agency,Public center - STEM Academy,,,   ,715 Childrens Center Road SW,Leesburg,VA,20175,571-252-1070,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,200,Tuscarora High,PK,12,Local Education Agency,Public school - Regular,Combined,8 A/B,Pamela  Paul-Jacobs ,801 North King Street,Leesburg,VA,20176,571-252-1900,Membership,
53,Loudoun County Public Schools,5.10E+11,700,Waterford Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Ricardy  Anderson ,15513 Loyalty Rd,Waterford,VA,20197,540-751-2460,Membership,
53,Loudoun County Public Schools,5.10E+11,590,Woodgrove High,PK,12,Local Education Agency,Public school - Regular,Combined,8 A/B,Mr. W. Sam  Shipp ,36811 Allder School Road,Purcellville,VA,20132,571-751-2600,Membership,
54,Louisa County Public Schools,5.10E+11,660,Jouett Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mike  Pelloni ,315 Jouett School Rd,Mineral,VA,23117,540-872-3931,Membership,
54,Louisa County Public Schools,5.10E+11,602,Louisa County High,9,12,Local Education Agency,Public school - Regular,High,4X4,Thomas  Smith ,757 Davis Hwy,Mineral,VA,23117,540-894-5436,Membership,
54,Louisa County Public Schools,5.10E+11,601,Louisa County Middle,6,8,Local Education Agency,Public school - Regular,Middle,5 period,Mr. Lee  Downey ,1009 Davis Hwy,Mineral,VA,23117,540-894-5115,Membership,
54,Louisa County Public Schools,5.10E+11,80,Moss-Nuckols Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Johnette  Burdette ,2055 Courthouse Road,Louisa,VA,23093,540-967-1347,Membership,
54,Louisa County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
54,Louisa County Public Schools,5.10E+11,610,Thomas Jefferson Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Candice  Wilkerson ,2165 South Spotswood Trail,Louisa,VA,23093,540-967-0492,Membership,
54,Louisa County Public Schools,5.10E+11,641,Trevilians Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Amy  Scott ,2035 Spotswood Trail,Louisa,VA,23093,540-967-1108,Membership,
55,Lunenburg County Public Schools,5.10E+11,560,Central High,9,12,Local Education Agency,Public school - Regular,High,4X4,   ,Route 40,Victoria,VA,23974,434-696-2137,Membership,
55,Lunenburg County Public Schools,5.10E+11,240,Kenbridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. John  Long ,PO Box 907,Kenbridge,VA,23944,434-676-2491,Membership,
55,Lunenburg County Public Schools,5.10E+11,171,Lunenburg Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Kathleen  Rainey ,583 Tomlinson Road,Victoria,VA,23974,434-696-2161,Membership,
55,Lunenburg County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
55,Lunenburg County Public Schools,5.10E+11,140,Victoria Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. James M. Abernathy ,1521 Eighth St,Victoria,VA,23974,434-696-2163,Membership,
115,Lynchburg Public Schools,5.10E+11,290,Bedford Hills Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Faye E. James ,4330 Morningside Dr,Lynchburg,VA,24503,434-384-2221,Membership,
115,Lynchburg Public Schools,5.10E+11,70,Dearington Elementary/Innovation,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Daniel J. Rule ,210 Smyth St,Lynchburg,VA,24501,434-522-3757,Membership,
115,Lynchburg Public Schools,5.10E+11,260,E.C. Glass High,9,12,Local Education Agency,Public school - Regular,High,7 period,Dr. Tracy S. Richardson ,2111 Memorial Ave,Lynchburg,VA,24501,434-522-3712,Membership,
115,Lynchburg Public Schools,5.10E+11,1203,Fort Hill Community School,,,Local Education Agency,SNP feeding site,,6 period,Mrs. Cathy L. Viar ,1350 Liggates Road,Lynchburg,VA,24502,434-477-5931,Non-Membership,
115,Lynchburg Public Schools,5.10E+11,1102,Heritage Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Sharon S. Anderson ,501 Leesville Rd,Lynchburg,VA,24502,434-582-1130,Membership,
115,Lynchburg Public Schools,5.10E+11,130,Heritage High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Timothy T. Beatty ,3020 Wards Ferry Rd,Lynchburg,VA,24502,434-582-1147,Membership,
115,Lynchburg Public Schools,5.10E+11,310,Hutcherson Early Learning Center,,,Local Education Agency,Public center - Alternative,,Traditional Elementary,Ms. Polly P. Smith ,409 Perrymont Avenue,Lynchburg,VA,24502,434-522-3756,Non-Membership,
115,Lynchburg Public Schools,5.10E+11,360,Linkhorne Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Kathleen M. Sawyer ,2501 Linkhorne Dr,Lynchburg,VA,24503,434-384-6611,Membership,
115,Lynchburg Public Schools,5.10E+11,350,Linkhorne Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Derrick  Scarborough ,2525 Linkhorne Dr,Lynchburg,VA,24503,434-384-5150,Membership,
115,Lynchburg Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 1599,Lynchburg,VA,24505,434-522-2367,Membership,
115,Lynchburg Public Schools,5.10E+11,170,Paul Laurence Dunbar Middle for Innovation,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Kacey M. Anderson ,1200 1208 Polk St,Lynchburg,VA,24504,434-522-3740,Membership,
115,Lynchburg Public Schools,5.10E+11,330,Paul Munro Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Donna D. Baer ,4641 Locksview Rd,Lynchburg,VA,24503,434-384-1721,Membership,
