Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"HIGHLAND LAKES ELEMENTARY SCHOOL 851 SW 3RD AVE, POMPANO BEACH, FL, 33060-8319",                                                                                                    ,52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHOOL,537,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,2,32,65,5,NO,N
"STARKEY ELEMENTARY SCHOOL 8602 N ARMENIA AVE, TAMPA, FL, 33604-2502",                                                                                                    ,52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,572,800,NA,small_green,A,A,A,A,A,B,A,A,A,B,A,A,A,B,,NO,1,34,31,1,NO,N
"EISENHOWER ELEMENTARY SCHOOL 880 N RANGE RD, COCOA, FL, 32926-5326",http://www.saturn.brevard.k12.fl.us                                                                 ,52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,454,800,NA,small_green,A,A,A,A,A,A,A,A,A,B,A,A,C,B,A,NO,2,57,83,5,NO,N
"SUNSET HILLS ELEMENTARY SCHOOL 8851 SW 168TH ST, PALMETTO BAY, FL, 33157-4549",http://perrineelementary.dadeschools.net/                                                           ,52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,505,800,NA,small_green,A,C,C,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,71,48,1,YES,N
"JOHN M. SEXTON ELEMENTARY SCHOOL 8985 LONE STAR RD, JACKSONVILLE, FL, 32211-5195",HTTP://SOMERSETACADEMY-JACKSONVILLE.ORG                                                             ,52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,A,A,A,A,B,A,,,,,,,,YES,2,44,88,5,NO,N
"WALSINGHAM ELEMENTARY SCHOOL 9099 WALSINGHAM RD, LARGO, FL, 33773-4340",http://www.walsingham-es.pinellas.k12.fl.us                                                         ,52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,449,800,NA,small_green,A,A,B,A,A,C,A,B,A,D,C,,,,,YES,4,100,27,1,YES,N
"FRONTIER ELEMENTARY SCHOOL 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,B,A,A,C,,,,,,,,,,YES,2,28,95,5,NO,N
"CAMPBELL PARK ELEMENTARY SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHOOL,287,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,C,A,C,NO,1,59,94,5,NO,N
"VENICE MIDDLE SCHOOL , GAINESVILLE, FL, 32641-1442",                                                                                                    ,58,SARASOTA,451,VENICE MIDDLE SCHOOL,561,900,NA,small_green,A,A,A,A,A,B,A,,,,,,,,,NO,1,29,34,4,NO,N
"LAKEVIEW ELEMENTARY SCHOOL , HIGH SPRINGS, FL, 32643-8904",                                                                                                    ,58,SARASOTA,471,LAKEVIEW ELEMENTARY SCHOOL,543,800,NA,small_green,A,A,A,A,A,A,A,,,,,,,,,NO,1,22,12,4,NO,N
"BOOKER HIGH SCHOOL , TITUSVILLE, FL, 32780-0000",                                                                                                    ,58,SARASOTA,85,BOOKER HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,2,38,43,5,NO,N
"ALTA VISTA ELEMENTARY SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,58,SARASOTA,12,ALTA VISTA ELEMENTARY SCHOOL,557,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,39,40,5,NO,N
"TOLEDO BLADE ELEMENTARY SCHOOL 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,58,SARASOTA,1231,TOLEDO BLADE ELEMENTARY SCHOOL,515,800,NA,small_green,A,A,A,C,A,C,A,B,A,B,A,A,B,B,C,NO,1,39,35,4,NO,N
"SARASOTA HIGH SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,58,SARASOTA,51,SARASOTA HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,1,24,18,5,NO,N
"GLENALLEN ELEMENTARY SCHOOL 1015 N MAIN ST, HIGH SPRINGS, FL, 32643-8904",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,461,GLENALLEN ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,B,A,A,B,,,,,,,,,,NO,1,32,47,4,NO,N
"BOOKER MIDDLE SCHOOL 11050 FAIRWAY MEADOW DR, RIVERVIEW, FL, 33579-7054",                                                                                                    ,58,SARASOTA,84,BOOKER MIDDLE SCHOOL,522,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,NO,2,44,44,5,NO,N
"BROOKSIDE MIDDLE SCHOOL 1245 SE 7TH AVE, GAINESVILLE, FL, 32641-7151",http://www.williamspta.org/                                                                         ,58,SARASOTA,111,BROOKSIDE MIDDLE SCHOOL,592,900,NA,small_green,A,A,A,A,A,A,A,A,B,A,N,,,,,NO,1,59,68,5,YES,N
"BRENTWOOD ELEMENTARY SCHOOL 1250 NE 18TH AVE, GAINESVILLE, FL, 32609-3893",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,101,BRENTWOOD ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,N,,,,NO,1,46,41,5,NO,N
"SARASOTA MILITARY ACADEMY 14303 CITRUS POINTE DR, TAMPA, FL, 33625-3124",                                                                                                    ,58,SARASOTA,74,SARASOTA MILITARY ACADEMY,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,NO,1,20,36,5,NO,N
"WILKINSON ELEMENTARY SCHOOL 14450 NE 148TH TER, WALDO, FL, 32694-4123",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,291,WILKINSON ELEMENTARY SCHOOL,511,800,NA,small_green,A,,,,,,,,,,,,,,,YES,1,14,6,5,NO,N
"PHILLIPPI SHORES ELEMENTARY SCHOOL 14533 SW 170TH ST, ARCHER, FL, 32618-4621",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,171,PHILLIPPI SHORES ELEMENTARY SCHOOL,604,800,NA,small_green,A,A,A,B,A,B,B,C,B,B,N,,,,,NO,1,89,90,5,YES,N
"GULF GATE ELEMENTARY SCHOOL 16213 NW US HIGHWAY 441, ALACHUA, FL, 32615-6399",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,271,GULF GATE ELEMENTARY SCHOOL,511,800,NA,small_green,A,A,A,A,A,A,,,,,,,,,,NO,2,35,55,5,NO,N
"VENICE SENIOR HIGH SCHOOL 16401 NW 140TH ST, ALACHUA, FL, 32615-4422",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,221,VENICE SENIOR HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,B,A,A,,,,,,NO,1,22,50,5,NO,N
"FRUITVILLE ELEMENTARY SCHOOL 1900 MICHIGAN AVE, PANAMA CITY, FL, 32405-1532",                                                                                                    ,58,SARASOTA,131,FRUITVILLE ELEMENTARY SCHOOL,548,800,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,2,33,51,5,NO,N
"ENGLEWOOD ELEMENTARY SCHOOL 1901 NE 9TH ST, GAINESVILLE, FL, 32609-3736",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,121,ENGLEWOOD ELEMENTARY SCHOOL,574,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,N,,,,NO,1,24,35,5,NO,N
"SUNCOAST POLYTECHNICAL HIGH SCHOOL 1901 NW 49TH AVE, LAUDERHILL, FL, 33313-4155",                                                                                                    ,58,SARASOTA,1391,SUNCOAST POLYTECHNICAL HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,1,26,46,4,NO,N
"SARASOTA MIDDLE SCHOOL 1912 NW 5TH AVE, GAINESVILLE, FL, 32603-1517",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,31,SARASOTA MIDDLE SCHOOL,695,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,52,58,5,NO,N
"SOUTHSIDE ELEMENTARY SCHOOL 2010 W 12TH ST, PANAMA CITY, FL, 32401-1850",                                                                                                    ,58,SARASOTA,191,SOUTHSIDE ELEMENTARY SCHOOL,598,800,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,2,54,48,5,YES,N
"RIVERVIEW HIGH SCHOOL 203 N EAST AVE, PANAMA CITY, FL, 32401-6109",                                                                                                    ,58,SARASOTA,181,RIVERVIEW HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,N,,,,,NO,1,48,61,5,NO,N
"PINE VIEW SCHOOL 2106 NE 8TH AVE, GAINESVILLE, FL, 32641-4735",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,21,PINE VIEW SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,NO,1,28,25,5,NO,N
"TUTTLE ELEMENTARY SCHOOL 21403 SE 69TH AVE, HAWTHORNE, FL, 32640-3944",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,201,TUTTLE ELEMENTARY SCHOOL,527,800,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,1,42,50,5,NO,N
"GARDEN ELEMENTARY SCHOOL 2398 MOODY AVE, ORANGE PARK, FL, 32073-6016",http://www.clay.k12.fl.us/mce/                                                                      ,58,SARASOTA,381,GARDEN ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,B,A,A,A,A,C,B,NO,2,31,22,4,NO,N
"IMAGINE SCHOOL AT PALMER RANCH 241 TRUMBO RD, KEY WEST, FL, 33040-6684",                                                                                                    ,58,SARASOTA,106,IMAGINE SCHOOL AT PALMER RANCH,633,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,38,53,5,NO,N
"SUNCOAST SCHOOL FOR INNOVATIVE STUDIES 312 NW 16TH AVE, GAINESVILLE, FL, 32601-4205",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,81,SUNCOAST SCHOOL FOR INNOVATIVE STUDIES,490,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,NO,1,29,38,5,NO,N
"SARASOTA SCHOOL OF ARTS/SCIENCES 312 NW 16TH AVE, GAINESVILLE, FL, 32601-4205",http://www.sbac.edu/~lanier/                                                                        ,58,SARASOTA,83,SARASOTA SCHOOL OF ARTS/SCIENCES,704,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,1,59,48,5,YES,N
"MCINTOSH MIDDLE SCHOOL 3215 NW 15TH AVE, GAINESVILLE, FL, 32605-5053",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,141,MCINTOSH MIDDLE SCHOOL,576,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,N,,,,NO,1,35,39,5,NO,N
"SKY ACADEMY 3400 NW 135TH STREET, OPA-LOCKA, FL, 33054-4708",                                                                                                    ,58,SARASOTA,110,SKY ACADEMY,562,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,N,,,,,NO,2,28,26,5,NO,N
"TATUM RIDGE ELEMENTARY SCHOOL 3521 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,58,SARASOTA,1282,TATUM RIDGE ELEMENTARY SCHOOL,583,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,A,C,NO,1,32,44,4,NO,N
"ISLAND VILLAGE MONTESSORI SCHOOL 3535 OLD KINGS RD N, PALM COAST, FL, 32137-9250",www.flaglerschools.com                                                                              ,58,SARASOTA,90,ISLAND VILLAGE MONTESSORI SCHOOL,636,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,2,21,44,5,NO,N
"GOCIO ELEMENTARY SCHOOL 400 SW 258TH ST, NEWBERRY, FL, 32669-4112",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,261,GOCIO ELEMENTARY SCHOOL,435,800,YES,small_green,A,C,B,A,A,A,A,A,B,,,,,,,NO,1,68,87,5,YES,N
"BAY HAVEN SCHOOL OF BASICS PLUS 4401 SE 4TH AVE, GAINESVILLE, FL, 32641-7612",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,71,BAY HAVEN SCHOOL OF BASICS PLUS,572,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,47,45,5,NO,N
"EMMA E. BOOKER ELEMENTARY SCHOOL 4601 SW 75TH ST, GAINESVILLE, FL, 32608-4204",http://www.sbac.edu/pages/ACPS                                                                      ,58,SARASOTA,501,EMMA E. BOOKER ELEMENTARY SCHOOL,455,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,1,38,42,4,NO,N
"LAUREL NOKOMIS SCHOOL 5080 SW 92ND AVE, COOPER CITY, FL, 33328-3530",                                                                                                    ,58,SARASOTA,1211,LAUREL NOKOMIS SCHOOL,690,900,NA,small_green,A,A,A,,,,,,,,,,,,,NO,1,32,34,4,NO,N
"VENICE ELEMENTARY SCHOOL 640 S HIGHWAY 22 A, PANAMA CITY, FL, 32404-6824",                                                                                                    ,58,SARASOTA,211,VENICE ELEMENTARY SCHOOL,570,800,NA,small_green,A,A,A,A,A,A,A,C,,C,,,,,,YES,4,40,54,5,NO,N
"WOODLAND MIDDLE SCHOOL 6500 NOVA DR, DAVIE, FL, 33317-7405",                                                                                                    ,58,SARASOTA,1291,WOODLAND MIDDLE SCHOOL,590,900,NA,small_green,A,A,A,B,A,A,A,A,A,A,N,,,,,NO,1,40,42,4,NO,N
"CRANBERRY ELEMENTARY SCHOOL 6501 SW 39TH ST, DAVIE, FL, 33314-2415",                                                                                                    ,58,SARASOTA,1271,CRANBERRY ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,NO,1,30,34,4,NO,N
"TAYLOR RANCH ELEMENTARY SCHOOL 6724 CAMP CRYSTAL RD, STARKE, FL, 32091-8549",http://www.sbac.edu/                                                                                ,58,SARASOTA,491,TAYLOR RANCH ELEMENTARY SCHOOL,561,800,NA,small_green,A,A,A,A,A,A,A,,,,,,,,,NO,2,30,45,4,NO,N
"ATWATER ELEMENTARY 700 NE 56TH ST, OAKLAND PARK, FL, 33334-3416",                                                                                                    ,58,SARASOTA,1241,ATWATER ELEMENTARY,507,800,NA,small_green,A,A,C,B,A,A,A,B,B,A,A,B,C,A,C,NO,1,47,24,4,NO,N
"SARASOTA SUNCOAST ACADEMY 7700 NW 98TH ST, HIALEAH GARDENS, FL, 33016-2403",http://materacademy.dadeschools.net                                                                 ,58,SARASOTA,100,SARASOTA SUNCOAST ACADEMY,556,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,N,,,,NO,1,19,24,5,NO,N
"NORTH PORT HIGH SCHOOL 875 SW 54TH AVE, PLANTATION, FL, 33317-4726",                                                                                                    ,58,SARASOTA,1251,NORTH PORT HIGH SCHOOL,Pending,Pending,Pending,small_green,A,B,A,A,A,A,A,,,,,,,,,NO,2,48,18,4,NO,N
"HERON CREEK MIDDLE SCHOOL 8985 LONE STAR RD, JACKSONVILLE, FL, 32211-5195",HTTP://SOMERSETACADEMY-JACKSONVILLE.ORG                                                             ,58,SARASOTA,1261,HERON CREEK MIDDLE SCHOOL,560,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,2,38,34,4,NO,N
"IMAGINE SCHOOL AT NORTH PORT 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,58,SARASOTA,103,IMAGINE SCHOOL AT NORTH PORT,583,900,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,N,,NO,1,29,34,5,NO,N
"ASHTON ELEMENTARY SCHOOL 924 BAY AVE, PANAMA CITY, FL, 32401-4249",                                                                                                    ,58,SARASOTA,301,ASHTON ELEMENTARY SCHOOL,601,800,NA,small_green,A,A,A,B,A,A,A,A,B,A,A,N,,,,NO,1,14,17,4,NO,N
"LAMARQUE ELEMENTARY SCHOOL 929 MCDUFF AVE S, JACKSONVILLE, FL, 32205-5752",www.yourdiplomayourway.com                                                                          ,58,SARASOTA,1341,LAMARQUE ELEMENTARY SCHOOL,501,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,1,30,16,4,NO,N
"STUDENT LEADERSHIP ACADEMY 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,58,SARASOTA,102,STUDENT LEADERSHIP ACADEMY,674,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,N,,NO,1,17,35,5,NO,N
